loss,accuracy,val_loss,val_accuracy
1.8815789222717285,0.39806637167930603,1.7172852754592896,0.3892349302768707
1.6941308975219727,0.4264200031757355,1.6782804727554321,0.4306962788105011
1.6435589790344238,0.43362462520599365,1.7333909273147583,0.42781445384025574
1.6014010906219482,0.4431068003177643,1.6411792039871216,0.42623406648635864
1.612971544265747,0.4495677351951599,1.55002760887146,0.48145392537117004
1.4646077156066895,0.48098912835121155,1.357149362564087,0.5181742310523987
1.1787556409835815,0.5600074529647827,1.0852924585342407,0.5786929726600647
0.990016758441925,0.6221762299537659,0.9149903059005737,0.6491587162017822
0.8769351243972778,0.659617006778717,0.9975926876068115,0.6190387606620789
0.9530573487281799,0.6476945281028748,0.9437655210494995,0.6346564888954163
0.8849024176597595,0.6590359807014465,0.8724961876869202,0.6731430888175964
0.8070823550224304,0.6853676438331604,0.8436200022697449,0.6887608170509338
0.7580344676971436,0.7024495601654053,0.7101108431816101,0.7222273945808411
0.6957613229751587,0.7308031916618347,0.6860650777816772,0.7236218452453613
0.6510882377624512,0.7509760856628418,0.5820869207382202,0.7827461361885071
0.6667566895484924,0.7610625624656677,0.978632390499115,0.6356790661811829
0.5941123366355896,0.7755182385444641,0.5605111122131348,0.7772613167762756
0.4694448709487915,0.8220693469047546,0.421009361743927,0.8369433879852295
0.4573241174221039,0.8260434865951538,0.44057148694992065,0.8280189633369446
0.4023757874965668,0.8477503061294556,0.495613694190979,0.8113786578178406
0.3876149654388428,0.852840006351471,0.4072561264038086,0.8309007883071899
0.3573271632194519,0.8633447885513306,0.3698629140853882,0.8566514849662781
0.3297547399997711,0.8751510381698608,0.35857251286506653,0.859626293182373
0.32234856486320496,0.8775680661201477,0.32336026430130005,0.8724551200866699
0.3080121874809265,0.8827739953994751,0.3354731500148773,0.8711536526679993
0.2827911376953125,0.8953239917755127,0.2837337255477905,0.8948591351509094
0.27446407079696655,0.8978107571601868,0.2566104233264923,0.9029468894004822
0.26313742995262146,0.902226448059082,0.29273027181625366,0.8869573473930359
0.25447461009025574,0.9046667218208313,0.32406455278396606,0.8753370046615601
0.2434619516134262,0.9102909564971924,0.2565210461616516,0.9101980328559875
0.23283641040325165,0.9141489267349243,0.32309556007385254,0.8758947849273682
0.21528634428977966,0.9222599267959595,0.2461705356836319,0.9107558131217957
0.21583108603954315,0.9207260608673096,0.20101840794086456,0.9281398057937622
0.20967331528663635,0.9209352135658264,0.2775489091873169,0.8890954852104187
0.19392715394496918,0.9277215003967285,0.21668700873851776,0.9135446548461914
0.18593542277812958,0.9312308430671692,0.16278314590454102,0.9432927370071411
0.880607545375824,0.7491400837898254,0.9919492602348328,0.6378172636032104
0.7726122736930847,0.7073533535003662,0.7128576040267944,0.7429580688476562
0.5663198828697205,0.7960165739059448,0.7706623077392578,0.7331969738006592
0.4929938018321991,0.8199312090873718,0.39506325125694275,0.8495863080024719
0.3894589841365814,0.8542112112045288,0.3851160407066345,0.8589755296707153
0.3449641764163971,0.8714325428009033,0.350141316652298,0.8652970194816589
0.3893738090991974,0.8609510064125061,0.324618935585022,0.8895602822303772
0.31799811124801636,0.884261429309845,0.2753206193447113,0.8989495038986206
0.27813026309013367,0.8967416286468506,0.2567491829395294,0.9060146808624268
0.2571765184402466,0.9044110774993896,0.34197214245796204,0.8680859208106995
0.25276920199394226,0.9055033922195435,0.1964709758758545,0.9304639101028442
0.20787669718265533,0.9227712154388428,0.24611744284629822,0.9075950384140015
0.2181774228811264,0.9189364910125732,0.25339624285697937,0.9027609825134277
0.20983389019966125,0.9221436977386475,0.25723642110824585,0.9005298614501953
0.1961345076560974,0.927024245262146,0.23020373284816742,0.9127079844474792
0.19385117292404175,0.9279771447181702,0.2470533400774002,0.9089894890785217
0.1661999523639679,0.9379473924636841,0.16106560826301575,0.9434786438941956
0.1630333960056305,0.938551664352417,0.19237183034420013,0.9243283271789551
0.16824190318584442,0.9382960200309753,0.13931606709957123,0.9483126997947693
0.3187205493450165,0.8992748856544495,0.20395205914974213,0.9262805581092834
0.1989637166261673,0.9289997220039368,0.28478699922561646,0.9001580476760864
0.17503012716770172,0.936622679233551,0.14722637832164764,0.9452449679374695
0.17193272709846497,0.9378544092178345,0.1902230829000473,0.9277679920196533
0.15405401587486267,0.943897008895874,0.16124753654003143,0.9361346364021301
0.1481442153453827,0.9451519846916199,0.17272698879241943,0.9431997537612915
0.14771129190921783,0.945059061050415,0.1197817325592041,0.9583526849746704
0.13852280378341675,0.9484754204750061,0.20151031017303467,0.9216324090957642
0.13430985808372498,0.9505205750465393,0.1772264689207077,0.9379009008407593
0.13848876953125,0.9490332007408142,0.15243113040924072,0.9402249455451965
0.14530396461486816,0.9465231895446777,0.12343048304319382,0.955191969871521
0.12228938192129135,0.955470860004425,0.11711432784795761,0.9569582343101501
0.12230538576841354,0.955029308795929,0.08925642818212509,0.9692293405532837
0.1253737509250641,0.955191969871521,0.11400870978832245,0.9588175415992737
0.10837110877037048,0.9607929587364197,0.14527173340320587,0.9433857202529907
0.11218790709972382,0.9582597613334656,0.0933065116405487,0.9669982194900513
0.11164441704750061,0.9590034484863281,0.09475874155759811,0.9628149271011353
0.10951381176710129,0.9600957632064819,0.09642920643091202,0.9664404392242432
0.11908033490180969,0.9579576253890991,0.08616098761558533,0.9696012139320374
0.09964059293270111,0.9637212753295898,0.13456358015537262,0.9537975192070007
0.10884328931570053,0.9607697129249573,0.10469336807727814,0.9606767892837524
0.1049882173538208,0.9620711803436279,0.0878671184182167,0.9698801040649414
0.10188649594783783,0.962628960609436,0.09717309474945068,0.9669982194900513
0.09902646392583847,0.9639304876327515,0.24475884437561035,0.9128939509391785
0.09848802536725998,0.9635586142539978,0.08063454180955887,0.9707167148590088
0.09310547262430191,0.966765820980072,0.09277866035699844,0.9664404392242432
0.09993456304073334,0.9637677669525146,0.07771581411361694,0.9745281934738159
0.09578519314527512,0.9660453796386719,0.0756739154458046,0.9736915230751038
0.09295574575662613,0.9655340909957886,0.08489082753658295,0.9695082306861877
0.10395173728466034,0.9631170630455017,0.08783012628555298,0.9682067632675171
0.0791979432106018,0.971948504447937,0.12557676434516907,0.956400454044342
0.08142022043466568,0.9712280631065369,0.11934161931276321,0.9544482827186584
0.09140024334192276,0.9677187204360962,0.09366481006145477,0.9683926701545715
0.0888347402215004,0.967532753944397,0.16142532229423523,0.9390164613723755
0.08862750232219696,0.9674398303031921,0.12079422175884247,0.9567723274230957
0.08813298493623734,0.9684391617774963,0.07461940497159958,0.974156379699707
0.07966914027929306,0.9712280631065369,0.10372152179479599,0.9630938172340393
0.08713853359222412,0.9682996869087219,0.07359067350625992,0.9735985994338989
0.07797402888536453,0.9732499718666077,0.06676508486270905,0.9764804244041443
0.08111462742090225,0.9702286720275879,0.0741473063826561,0.9743422865867615
0.08252988010644913,0.9696476459503174,0.06904108822345734,0.9753648638725281
0.07427401095628738,0.9738077521324158,0.07000835239887238,0.9752719402313232
0.07661508023738861,0.9732732176780701,0.08473432809114456,0.96885746717453
0.09914112091064453,0.9678581357002258,0.15248025953769684,0.9449660778045654
0.07112285494804382,0.9744817614555359,0.0826166570186615,0.970902681350708
0.07045137137174606,0.97480708360672,0.06243284419178963,0.9795482158660889
0.06669623404741287,0.9762015342712402,0.10223372280597687,0.9644882678985596
0.0713387280702591,0.9737380146980286,0.0652058944106102,0.9782467484474182
0.07338385283946991,0.9744817614555359,0.05922665074467659,0.9782467484474182
0.07737158238887787,0.9726456999778748,0.06582331657409668,0.9763874411582947
0.06369832158088684,0.9779678583145142,0.13379095494747162,0.9520312547683716
0.07642991095781326,0.9732034802436829,0.06767486780881882,0.9769452214241028
0.06935623288154602,0.9753416180610657,0.09785497933626175,0.9672771096229553
0.06799585372209549,0.9752486944198608,0.06043621897697449,0.9795482158660889
0.06939498335123062,0.9750162959098816,0.05285562947392464,0.9825230240821838
0.06842958182096481,0.9757832288742065,0.06924900412559509,0.9751789569854736
0.06542205065488815,0.9765734076499939,0.06723715364933014,0.9778748750686646
0.06891567260026932,0.9749698042869568,0.055527035146951675,0.9806637763977051
0.0641782358288765,0.977898120880127,0.10075489431619644,0.9690434336662292
0.0642494261264801,0.977410078048706,0.06613948941230774,0.9753648638725281
0.06156402826309204,0.9786650538444519,0.06992480903863907,0.9754578471183777
0.0648011714220047,0.9772241115570068,0.04999951645731926,0.9832667112350464
0.06316502392292023,0.9774797558784485,0.08956781029701233,0.9682067632675171
0.06602315604686737,0.978827714920044,0.07004181295633316,0.9746211767196655
0.06618189066648483,0.9759226441383362,0.051307667046785355,0.9819652438163757
0.05335649475455284,0.9811053276062012,0.052040211856365204,0.9822441339492798
0.06044094264507294,0.9796178936958313,0.046361129730939865,0.9836385846138
0.055792953819036484,0.9808264374732971,0.05603746324777603,0.980105996131897
0.052391692996025085,0.9817792773246765,0.049132779240608215,0.9820581674575806
0.05891715735197067,0.980431318283081,0.1015993133187294,0.9644882678985596
0.11899758130311966,0.961304247379303,0.06244153529405594,0.9775030016899109
0.0549955852329731,0.9807567000389099,0.0383915901184082,0.9868922829627991
0.04878214746713638,0.9832667112350464,0.054120004177093506,0.9821511507034302
0.05347996577620506,0.9809194207191467,0.042916297912597656,0.986613392829895
0.053082723170518875,0.9820349812507629,0.057070259004831314,0.9796411395072937
0.050888217985630035,0.9825927019119263,0.08357217907905579,0.9723900556564331
0.059975530952215195,0.9787347912788391,0.04672491177916527,0.9837315082550049
0.0642058402299881,0.9791995882987976,0.07415192574262619,0.9746211767196655
0.04621857404708862,0.9843357801437378,0.05687516927719116,0.9796411395072937
0.046282798051834106,0.9836618304252625,0.04380681738257408,0.9843822717666626
0.05550670623779297,0.9813609719276428,0.05363106355071068,0.9818722605705261
0.05382569879293442,0.9820117354393005,0.24436211585998535,0.9181928038597107
0.04496055841445923,0.9847773313522339,0.04557857662439346,0.9846611618995667
0.05337437987327576,0.9815468788146973,0.054157719016075134,0.9814074635505676
0.05550966039299965,0.9807567000389099,0.04723028466105461,0.9859626293182373
0.04435216262936592,0.9850562214851379,0.04977719113230705,0.9816863536834717
0.04931092634797096,0.9834991097450256,0.06639067083597183,0.9789904356002808
0.05013933405280113,0.9832667112350464,0.06549017131328583,0.9767593145370483
0.04534699767827988,0.984289288520813,0.05716714262962341,0.9818722605705261
0.059051964432001114,0.9806172847747803,0.0989990383386612,0.9658826589584351
0.0430169478058815,0.9857767224311829,0.054208338260650635,0.9814074635505676
0.044835031032562256,0.9849168062210083,0.04863355681300163,0.9818722605705261
0.043062176555395126,0.9859161376953125,0.03771540895104408,0.9870781898498535
0.05093758553266525,0.9832899570465088,0.06305654346942902,0.9786185622215271
0.04167751967906952,0.9857767224311829,0.06334322690963745,0.9769452214241028
0.04448077082633972,0.9848005771636963,0.05000396817922592,0.9825230240821838
0.039537835866212845,0.9867992997169495,0.0392598994076252,0.9859626293182373
0.0391998291015625,0.9870084524154663,0.1889132261276245,0.92730313539505
0.04553696885704994,0.9843590259552002,0.03509506955742836,0.9878218770027161
0.043631136417388916,0.9847540855407715,0.03389469161629677,0.9886585474014282
0.05089642107486725,0.9826624393463135,0.03668456897139549,0.9867992997169495
0.039376743137836456,0.9866830706596375,0.0450773611664772,0.9851259589195251
0.05424130707979202,0.9826391935348511,0.04979443550109863,0.983359694480896
0.03793872520327568,0.9871943593025208,0.03768230974674225,0.9868922829627991
0.044883355498313904,0.9853118658065796,0.04204551875591278,0.9861485362052917
0.03738190233707428,0.9876127243041992,0.03288295492529869,0.9897741079330444
0.04001510143280029,0.9871246814727783,0.049905337393283844,0.9823370575904846
0.04399345815181732,0.98517245054245,0.04862115904688835,0.9827089309692383
0.031165920197963715,0.9893325567245483,0.04052441194653511,0.9856837391853333
0.042418476194143295,0.9859393835067749,0.047766298055648804,0.9834526181221008
0.04047970101237297,0.986613392829895,0.045607153326272964,0.9847540855407715
0.03241433948278427,0.9895649552345276,0.046939603984355927,0.9841963648796082
0.038541279733181,0.9869154691696167,0.06134698912501335,0.9787115454673767
0.043916814029216766,0.9853118658065796,0.0361955389380455,0.987264096736908
0.0354054756462574,0.9884029030799866,0.057371363043785095,0.9827089309692383
0.04005897417664528,0.986497163772583,0.05198494344949722,0.9808496832847595
0.038107652217149734,0.9873338341712952,0.06939598172903061,0.9769452214241028
0.035632938146591187,0.9880775213241577,0.04687640815973282,0.984289288520813
0.03779852017760277,0.9877288937568665,0.03150474652647972,0.989867091178894
0.04417893663048744,0.9852421879768372,0.03697517514228821,0.9859626293182373
0.032403718680143356,0.98958820104599,0.04007178544998169,0.9870781898498535
0.040455661714076996,0.986613392829895,0.030324505642056465,0.9912614822387695
0.035772666335105896,0.9881472587585449,0.028311623260378838,0.9908896684646606
0.03270735591650009,0.9892628192901611,0.05072633549571037,0.9822441339492798
0.034652575850486755,0.9882169961929321,0.03179049491882324,0.9899600148200989
0.03973937779664993,0.9867992997169495,0.07649793475866318,0.9755508303642273
0.0310788806527853,0.9898902773857117,0.034968651831150055,0.9899600148200989
0.03336312621831894,0.9892628192901611,0.06572612375020981,0.977410078048706
0.04418829828500748,0.9852421879768372,0.03596271574497223,0.9882866740226746
0.028776859864592552,0.9905642867088318,0.029780210927128792,0.98958820104599
0.03144324570894241,0.989750862121582,0.023135347291827202,0.9927489161491394
0.03461529314517975,0.9883564114570618,0.05800528824329376,0.9789904356002808
0.03936006873846054,0.9873105883598328,0.05392606183886528,0.9838244915008545
0.03844820335507393,0.9875662326812744,0.04311898723244667,0.9847540855407715
0.0353672131896019,0.9887282848358154,0.03865926340222359,0.9876359701156616
0.028276724740862846,0.990634024143219,0.036913949996232986,0.9880077838897705
0.03563576564192772,0.9879613518714905,0.051199886947870255,0.9815933704376221
0.030768834054470062,0.98963463306427,0.03474823385477066,0.9887515306472778
0.03314441442489624,0.9891233444213867,0.03490143269300461,0.9886585474014282
0.03143136203289032,0.9899600148200989,0.038527801632881165,0.9867063164710999
0.03016354702413082,0.9902853965759277,0.03318752720952034,0.9890304207801819
0.03342876583337784,0.9886585474014282,0.05017341673374176,0.9812215566635132
0.032778821885585785,0.9894487261772156,0.047865889966487885,0.9848470687866211
0.02743188478052616,0.9914242029190063,0.021127579733729362,0.9938644766807556
0.03147263452410698,0.989750862121582,0.03295016288757324,0.9899600148200989
0.03206188231706619,0.9897741079330444,0.03155048191547394,0.9886585474014282
0.030057450756430626,0.9894254803657532,0.029434949159622192,0.9906107783317566
0.02965496852993965,0.9905642867088318,0.0382024347782135,0.9867992997169495
0.030574286356568336,0.9900529980659485,0.03891799598932266,0.9876359701156616
0.03351699188351631,0.9891465902328491,0.030637623742222786,0.990796685218811
0.028806325048208237,0.990634024143219,0.02656533382833004,0.9913544654846191
0.10932167619466782,0.9723900556564331,0.042398493736982346,0.9860556125640869
0.026644013822078705,0.9924002885818481,0.026551883667707443,0.9913544654846191
0.022690700367093086,0.992725670337677,0.026362383738160133,0.990796685218811
0.02179201878607273,0.9933299422264099,0.042499199509620667,0.986334502696991
0.024286193773150444,0.9922143816947937,0.04635154455900192,0.9837315082550049
0.031069716438651085,0.9897741079330444,0.026052553206682205,0.9921911358833313
0.03054068796336651,0.9902156591415405,0.03376668691635132,0.989867091178894
0.0305868498980999,0.9903318881988525,0.032667677849531174,0.9894952178001404
0.03690548986196518,0.9877057075500488,0.030002813786268234,0.9910755753517151
0.02343137003481388,0.9923073053359985,0.025698348879814148,0.9916333556175232
0.03195119649171829,0.989750862121582,0.035653941333293915,0.9879148602485657
0.021448591724038124,0.9931672215461731,0.04049544036388397,0.9865204095840454
0.030005525797605515,0.9904016256332397,0.06017349660396576,0.981314480304718
0.030239395797252655,0.9903318881988525,0.028853440657258034,0.9904248118400574
0.024788707494735718,0.9921213984489441,0.03273354843258858,0.9892163276672363
0.034692078828811646,0.9892395734786987,0.03113044984638691,0.9894022345542908
0.023962214589118958,0.9924002885818481,0.02371656894683838,0.992841899394989
0.025621961802244186,0.9919354915618896,0.05347885936498642,0.981314480304718
0.03066417947411537,0.9897741079330444,0.033147506415843964,0.9894952178001404
0.02842978574335575,0.9905642867088318,0.07770225405693054,0.9751789569854736
0.026142971590161324,0.9916101098060608,0.026988906785845757,0.9912614822387695
