loss,accuracy,val_loss,val_accuracy,lr
2.49381685256958,0.11510416865348816,2.368276834487915,0.16388888657093048,0.001
2.448490619659424,0.12881945073604584,2.340087652206421,0.1666666716337204,0.001
2.421746015548706,0.12569443881511688,2.3162341117858887,0.16527777910232544,0.001
2.390244722366333,0.1328125,2.2948310375213623,0.16458334028720856,0.001
2.3743388652801514,0.13784721493721008,2.2756731510162354,0.16180555522441864,0.001
2.3503828048706055,0.13663195073604584,2.2588841915130615,0.16111111640930176,0.001
2.3168585300445557,0.14079861342906952,2.243530750274658,0.15416666865348816,0.001
2.309270143508911,0.13819444179534912,2.2300190925598145,0.15763889253139496,0.001
2.2990336418151855,0.1414930522441864,2.218064785003662,0.15486110746860504,0.001
2.275526762008667,0.14548611640930176,2.2077231407165527,0.15486110746860504,0.001
2.27134108543396,0.14201389253139496,2.198619842529297,0.15138888359069824,0.001
2.2540547847747803,0.14739583432674408,2.1905226707458496,0.15486110746860504,0.001
2.2462868690490723,0.14461804926395416,2.1836068630218506,0.15486110746860504,0.001
2.2351675033569336,0.15173611044883728,2.1774003505706787,0.16111111640930176,0.001
2.226139783859253,0.15069444477558136,2.1717357635498047,0.16249999403953552,0.001
2.2161967754364014,0.14565971493721008,2.16677188873291,0.16458334028720856,0.001
2.219385862350464,0.14513888955116272,2.162215232849121,0.1631944477558136,0.001
2.208885431289673,0.15486110746860504,2.1580300331115723,0.1597222238779068,0.001
2.2030887603759766,0.16267360746860504,2.1542935371398926,0.1631944477558136,0.001
2.2035629749298096,0.15833333134651184,2.150710105895996,0.1631944477558136,0.001
2.1943089962005615,0.1536458283662796,2.1475305557250977,0.16249999403953552,0.001
2.19883394241333,0.15173611044883728,2.1447079181671143,0.16388888657093048,0.001
2.1881160736083984,0.15572915971279144,2.141824722290039,0.16388888657093048,0.001
2.183948516845703,0.15468749403953552,2.1394033432006836,0.16180555522441864,0.001
2.188192844390869,0.15642361342906952,2.137010097503662,0.16249999403953552,0.001
2.177687406539917,0.15746527910232544,2.1349103450775146,0.16249999403953552,0.001
2.180745840072632,0.14809027314186096,2.132862091064453,0.1631944477558136,0.001
2.1721913814544678,0.15850694477558136,2.130986213684082,0.16527777910232544,0.001
2.1719894409179688,0.1571180522441864,2.128997802734375,0.16597221791744232,0.001
2.1765544414520264,0.14965277910232544,2.1270902156829834,0.1666666716337204,0.001
2.1679484844207764,0.15694443881511688,2.1254079341888428,0.1666666716337204,0.001
2.1676712036132812,0.15833333134651184,2.1236722469329834,0.16597221791744232,0.001
