best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.6900111177164945e-06,0.010304097086191177,1.0,0.9986055493354797,9.999999747378752e-05,989
