best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
8.443990395790024e-09,0.018895743414759636,1.0,0.9916666746139526,9.999999747378752e-05,1783
