best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.7835795879364014,0.5576974153518677,0.7143720388412476,0.8273681998252869,0.0010000000474974513,2951
