loss,accuracy,val_loss,val_accuracy,lr
1.6569870710372925,0.3252139687538147,1.4170252084732056,0.32189974188804626,0.001
1.5713046789169312,0.3482554256916046,1.3544036149978638,0.3456464409828186,0.001
1.5433001518249512,0.3429888188838959,1.3049871921539307,0.3614775836467743,0.001
1.4842952489852905,0.35944700241088867,1.2660722732543945,0.35092347860336304,0.001
1.4678339958190918,0.34562212228775024,1.2346149682998657,0.3456464409828186,0.001
1.3926643133163452,0.36076366901397705,1.2080127000808716,0.37203165888786316,0.001
1.3623948097229004,0.3745885491371155,1.1877061128616333,0.38786280155181885,0.001
1.3639775514602661,0.3732718825340271,1.1696395874023438,0.37203165888786316,0.001
1.3312851190567017,0.39302173256874084,1.1554286479949951,0.3825857639312744,0.001
1.3292417526245117,0.3732718825340271,1.1428269147872925,0.3957783579826355,0.001
1.2743115425109863,0.3910467326641083,1.1335291862487793,0.38786280155181885,0.001
1.2939249277114868,0.3798551559448242,1.1251122951507568,0.39050132036209106,0.001
1.2905057668685913,0.36932191252708435,1.118417739868164,0.3957783579826355,0.001
1.2661906480789185,0.38446345925331116,1.1137570142745972,0.38786280155181885,0.001
1.2678154706954956,0.3831467926502228,1.1095484495162964,0.39050132036209106,0.001
1.2938356399536133,0.36734694242477417,1.1058874130249023,0.38522428274154663,0.001
1.2610180377960205,0.37524688243865967,1.102931261062622,0.3799472153186798,0.001
1.218200922012329,0.3831467926502228,1.101156234741211,0.36939314007759094,0.001
1.2309620380401611,0.37590518593788147,1.0994457006454468,0.36939314007759094,0.001
1.2573760747909546,0.36998024582862854,1.097754716873169,0.36939314007759094,0.001
1.2501522302627563,0.382488489151001,1.0962457656860352,0.3641161024570465,0.001
1.2318750619888306,0.37656351923942566,1.0952543020248413,0.3667546212673187,0.001
1.2177674770355225,0.38578012585639954,1.0943317413330078,0.3614775836467743,0.001
1.2164157629013062,0.3739302158355713,1.0934215784072876,0.35620051622390747,0.001
1.2332797050476074,0.39302173256874084,1.0929200649261475,0.3588390648365021,0.001
1.2309445142745972,0.3726135492324829,1.0923140048980713,0.3614775836467743,0.001
1.2278581857681274,0.38380512595176697,1.0916024446487427,0.3641161024570465,0.001
1.2212507724761963,0.3798551559448242,1.0912514925003052,0.3614775836467743,0.001
1.228630542755127,0.3732718825340271,1.0907784700393677,0.3641161024570465,0.001
1.1834182739257812,0.3976300060749054,1.0902705192565918,0.3667546212673187,0.001
1.191164493560791,0.3818301558494568,1.0899224281311035,0.3667546212673187,0.001
1.2114276885986328,0.3805134892463684,1.0893865823745728,0.36939314007759094,0.001
1.1992952823638916,0.3910467326641083,1.0890599489212036,0.36939314007759094,0.001
1.2058111429214478,0.3976300060749054,1.0886520147323608,0.3667546212673187,0.001
1.2058724164962769,0.3903883993625641,1.0882495641708374,0.3667546212673187,0.001
1.1964083909988403,0.37590518593788147,1.0876911878585815,0.3667546212673187,0.001
1.167739987373352,0.39960500597953796,1.087118148803711,0.3667546212673187,0.001
1.21383535861969,0.35352206230163574,1.0867987871170044,0.36939314007759094,0.001
1.1879709959030151,0.3864384591579437,1.0864965915679932,0.37203165888786316,0.001
1.1835566759109497,0.410796582698822,1.0860912799835205,0.37203165888786316,0.001
1.20614492893219,0.40092167258262634,1.085130214691162,0.3746701776981354,0.001
1.186444640159607,0.3805134892463684,1.0845274925231934,0.3746701776981354,0.001
1.2145494222640991,0.36998024582862854,1.0838617086410522,0.3773086965084076,0.001
1.1869984865188599,0.3877550959587097,1.0832792520523071,0.3799472153186798,0.001
1.1864718198776245,0.4055299460887909,1.082946538925171,0.3773086965084076,0.001
1.200613260269165,0.3963133692741394,1.082704782485962,0.3773086965084076,0.001
1.1599773168563843,0.412113219499588,1.082334280014038,0.3773086965084076,0.001
1.189943552017212,0.38380512595176697,1.0813196897506714,0.3825857639312744,0.001
1.169931173324585,0.4127715528011322,1.080742597579956,0.3825857639312744,0.001
1.202903389930725,0.3976300060749054,1.0801730155944824,0.3825857639312744,0.001
1.1366794109344482,0.41803818941116333,1.0796312093734741,0.38786280155181885,0.001
1.1959060430526733,0.39433836936950684,1.0790947675704956,0.39050132036209106,0.001
1.2017909288406372,0.39170506596565247,1.0783199071884155,0.38786280155181885,0.001
1.1791138648986816,0.4042133092880249,1.077836513519287,0.38786280155181885,0.001
1.1645995378494263,0.41803818941116333,1.0774753093719482,0.39050132036209106,0.001
1.1682531833648682,0.3976300060749054,1.076966643333435,0.39050132036209106,0.001
1.1819497346878052,0.3963133692741394,1.0765788555145264,0.39050132036209106,0.001
1.1685429811477661,0.3785385191440582,1.0762830972671509,0.38786280155181885,0.001
1.1673716306686401,0.4048716127872467,1.07577383518219,0.3957783579826355,0.001
1.1515904664993286,0.40947991609573364,1.075547695159912,0.38786280155181885,0.001
1.162498950958252,0.4042133092880249,1.0751041173934937,0.39050132036209106,0.001
1.1426864862442017,0.42462146282196045,1.0748076438903809,0.3931398391723633,0.001
1.1247968673706055,0.4305464029312134,1.0739649534225464,0.39050132036209106,0.001
1.1218122243881226,0.43252140283584595,1.0733462572097778,0.3931398391723633,0.001
1.1528488397598267,0.42396312952041626,1.0727787017822266,0.3984168767929077,0.001
1.157103180885315,0.41540488600730896,1.0722362995147705,0.40369394421577454,0.001
1.1730955839157104,0.3910467326641083,1.0715959072113037,0.40633246302604675,0.001
1.147036075592041,0.4068466126918793,1.0713543891906738,0.40633246302604675,0.001
1.1448934078216553,0.4127715528011322,1.0709739923477173,0.3984168767929077,0.001
1.1348950862884521,0.41013824939727783,1.0705525875091553,0.3984168767929077,0.001
1.1353832483291626,0.4358130395412445,1.0701135396957397,0.3984168767929077,0.001
1.1278647184371948,0.41672152280807495,1.0694308280944824,0.40633246302604675,0.001
1.1241415739059448,0.4134298861026764,1.069157600402832,0.40633246302604675,0.001
1.1303011178970337,0.43383803963661194,1.068527340888977,0.40897098183631897,0.001
