best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.002334442688152194,2.526045560836792,1.0,0.6315789222717285,9.999999747378752e-05,1893
