best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.692533709909185e-06,0.005708079319447279,1.0,0.9990741014480591,9.999999747378752e-05,979
